Advice,SetGoals,PayFullCC,Own,agecat,region,ABSORBSHOCK
Well,Neither,Always,Disagree,62to69,MW,Certain
Well,Agree,Seldom,Agree,45to54,South,Certain
Well,Agree,NAorNever,Agree,18to24,South,ProbablyNot
Well,Neither,Always,Agree,25to34,MW,Certain
Completely,Agree,Seldom,Disagree,25to34,W,Probably
Well,Agree,Sometimes,Neutral,70to74,NE,Probably
Well,Neither,NAorNever,Neutral,62to69,NE,CouldNot
Completely,StronglyAgree,Often,Absolutely,75up,MW,ProbablyNot
Completely,StronglyAgree,Sometimes,Neutral,62to69,W,Certain
Somewhat,Neither,Often,Neutral,75up,NE,ProbablyNot
Well,Agree,Sometimes,Agree,70to74,MW,Probably
Well,Agree,Always,Agree,62to69,W,Certain
Well,Neither,Always,Neutral,75up,W,Certain
Somewhat,Agree,Always,NoWay,62to69,NE,Certain
Somewhat,StronglyAgree,Always,NoWay,62to69,MW,Certain
Well,Agree,Always,Disagree,45to54,South,Certain
Well,Agree,Always,Neutral,18to24,W,Probably
Little,StronglyAgree,Always,Agree,35to44,W,Certain
Little,Agree,Often,Disagree,25to34,W,DontKnow
Completely,StronglyAgree,Always,Neutral,70to74,South,Certain
Little,Agree,Often,Agree,45to54,MW,CouldNot
Well,Agree,Always,Disagree,75up,South,Certain
Little,Neither,NAorNever,Agree,35to44,MW,CouldNot
Completely,StronglyAgree,Always,Absolutely,45to54,W,Probably
Little,Disagree,Seldom,Agree,70to74,MW,CouldNot
Well,Agree,Always,Agree,62to69,NE,Certain
Somewhat,Neither,Often,Agree,25to34,W,Probably
Somewhat,Neither,Sometimes,Neutral,45to54,South,Certain
Completely,Agree,Always,Neutral,75up,W,Certain
Completely,StronglyAgree,Always,Neutral,62to69,MW,Certain
Little,Agree,NAorNever,Disagree,45to54,W,ProbablyNot
Well,StronglyAgree,NAorNever,Agree,25to34,South,CouldNot
Well,Agree,Always,Neutral,62to69,W,Certain
Somewhat,Agree,Often,Neutral,45to54,W,Certain
Completely,Agree,Always,NoWay,75up,W,Certain
Well,StronglyAgree,Always,Neutral,70to74,W,Certain
Well,Agree,Always,NoWay,70to74,South,Certain
Somewhat,Agree,NAorNever,Neutral,62to69,South,Certain
Completely,Neither,Always,Neutral,75up,South,Certain
Well,Agree,Always,Agree,45to54,South,Certain
Well,Agree,Sometimes,Disagree,25to34,South,Certain
Well,Agree,Always,Neutral,55to61,NE,Certain
Little,Agree,Often,Agree,25to34,W,Certain
Little,StronglyAgree,Always,Absolutely,35to44,MW,Certain
Somewhat,Neither,Always,Neutral,75up,South,Probably
Well,StronglyAgree,NAorNever,Disagree,25to34,South,Certain
Well,Agree,Often,Disagree,45to54,MW,Certain
Well,Agree,Always,Neutral,55to61,South,Certain
Somewhat,Disagree,NAorNever,Neutral,25to34,South,CouldNot
Little,Neither,Seldom,Disagree,25to34,W,CouldNot
Completely,StronglyAgree,Always,NoWay,35to44,W,Certain
Somewhat,Neither,Seldom,Neutral,25to34,South,Probably
Little,Agree,Sometimes,Agree,55to61,South,Certain
Somewhat,Agree,Sometimes,Neutral,62to69,NE,Probably
Somewhat,Agree,Seldom,Neutral,62to69,MW,Certain
Somewhat,Agree,Always,Neutral,45to54,MW,Certain
Well,Agree,Seldom,Agree,55to61,South,Certain
Somewhat,Neither,Always,Neutral,55to61,W,Certain
Somewhat,Neither,NAorNever,Neutral,18to24,MW,CouldNot
Little,Disagree,Always,Neutral,45to54,NE,CouldNot
Well,Agree,Always,Neutral,75up,NE,Certain
Well,StronglyAgree,Always,Neutral,45to54,W,Certain
Somewhat,Agree,Seldom,Neutral,18to24,MW,CouldNot
Little,Disagree,Often,NA,45to54,South,DontKnow
Well,Agree,Always,Disagree,75up,NE,Certain
Well,Agree,Always,Agree,55to61,South,Certain
Little,Agree,Sometimes,Disagree,18to24,NE,ProbablyNot
Well,Agree,Always,Disagree,55to61,NE,Certain
Not,Neither,NAorNever,Agree,75up,South,CouldNot
Well,Agree,Always,Agree,25to34,W,Certain
Well,Agree,Always,Neutral,75up,MW,Certain
Somewhat,Agree,Always,Agree,70to74,South,Certain
Somewhat,StronglyAgree,Sometimes,Neutral,25to34,W,Probably
Little,Agree,Often,Disagree,45to54,NE,Probably
Well,StronglyAgree,NAorNever,NoWay,35to44,South,Certain
Little,Agree,Sometimes,Disagree,45to54,W,ProbablyNot
Completely,StronglyAgree,Always,Agree,45to54,W,Certain
Completely,StronglyAgree,Always,Disagree,35to44,South,Certain
Somewhat,Agree,Always,Disagree,45to54,South,Certain
Completely,StronglyAgree,Always,NoWay,25to34,South,Certain
Somewhat,StronglyAgree,Often,Neutral,45to54,W,Probably
Well,Agree,Sometimes,Agree,70to74,South,Certain
Little,Disagree,NAorNever,Agree,35to44,W,CouldNot
Completely,StronglyAgree,Always,Agree,25to34,South,Certain
Completely,Agree,Always,Agree,62to69,W,Certain
Well,Agree,Always,Disagree,75up,MW,Certain
Little,Neither,Often,Neutral,55to61,South,Certain
Little,Agree,Seldom,Disagree,25to34,MW,CouldNot
Little,Disagree,Seldom,Agree,62to69,W,Certain
Somewhat,Agree,Always,Disagree,62to69,W,Certain
Well,Agree,Always,Neutral,70to74,W,Certain
Well,Agree,Sometimes,Neutral,45to54,W,Certain
Somewhat,Agree,NAorNever,Neutral,45to54,W,Certain
Somewhat,Agree,Always,NoWay,75up,South,Probably
Well,Agree,Always,Agree,25to34,MW,Certain
Completely,StronglyDisagree,Often,Neutral,70to74,NE,Certain
Well,Disagree,Always,Disagree,70to74,MW,Certain
Well,Agree,Always,Neutral,25to34,South,Certain
Well,Agree,Always,Disagree,35to44,South,Certain
Somewhat,Neither,NAorNever,Agree,55to61,MW,Probably
Well,Agree,Always,Disagree,62to69,W,Certain
Little,Neither,Seldom,Agree,55to61,W,Probably
Well,StronglyAgree,Often,Neutral,35to44,W,Certain
Well,Agree,Always,Neutral,75up,W,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,W,DontKnow
Completely,StronglyAgree,Always,Agree,62to69,South,Certain
Completely,StronglyAgree,Always,Agree,45to54,W,Certain
Well,Neither,Often,Neutral,35to44,W,Certain
Completely,Agree,Seldom,Neutral,25to34,W,Certain
Somewhat,Agree,Always,Neutral,18to24,MW,Certain
Somewhat,Neither,Always,Agree,25to34,W,ProbablyNot
Somewhat,Agree,Sometimes,Agree,75up,South,CouldNot
Somewhat,Disagree,NAorNever,Neutral,25to34,NE,Probably
Well,Agree,Always,Agree,25to34,W,ProbablyNot
Somewhat,Agree,Often,Agree,25to34,South,Certain
Not,Agree,NAorNever,Neutral,70to74,W,DontKnow
Well,Neither,Always,Neutral,75up,NE,Certain
Well,Agree,Always,Absolutely,25to34,MW,Certain
Completely,Agree,Often,Neutral,35to44,W,DontKnow
Somewhat,Neither,Sometimes,Disagree,25to34,MW,Probably
Well,Neither,NAorNever,Neutral,35to44,MW,CouldNot
Somewhat,Neither,Sometimes,Neutral,25to34,MW,DontKnow
Somewhat,Agree,Always,Disagree,35to44,South,Certain
Somewhat,Agree,Often,Disagree,45to54,South,Certain
Somewhat,Neither,NAorNever,Agree,62to69,W,CouldNot
Somewhat,Agree,Often,Agree,25to34,W,CouldNot
Somewhat,Agree,Always,Agree,75up,W,Probably
Completely,Agree,Always,Agree,75up,NE,Certain
Well,Neither,Often,Agree,45to54,MW,CouldNot
Little,Agree,NAorNever,Neutral,25to34,South,Certain
Little,StronglyAgree,Seldom,Neutral,18to24,W,NA
Little,Neither,Always,Disagree,25to34,W,Certain
Well,Agree,Seldom,Disagree,25to34,W,CouldNot
Somewhat,Disagree,Sometimes,Agree,62to69,South,Certain
Completely,Agree,Always,Disagree,55to61,W,Certain
Completely,StronglyAgree,NAorNever,NoWay,62to69,W,DontKnow
Somewhat,Agree,Always,Disagree,25to34,W,Certain
Well,Neither,NAorNever,Agree,45to54,NE,ProbablyNot
Somewhat,Neither,Often,NoWay,70to74,W,Certain
Little,Agree,Seldom,Agree,45to54,W,CouldNot
Well,Neither,Seldom,Absolutely,62to69,W,CouldNot
Completely,Agree,NAorNever,Agree,35to44,W,ProbablyNot
Completely,Agree,Always,Disagree,45to54,MW,Certain
Little,Neither,Always,NA,18to24,MW,Certain
Not,Disagree,Sometimes,Agree,45to54,South,Certain
Not,Disagree,NAorNever,Agree,45to54,W,DontKnow
Well,StronglyAgree,Always,Neutral,55to61,W,Certain
Well,Agree,Sometimes,Absolutely,35to44,South,DontKnow
Completely,Agree,Often,Absolutely,62to69,MW,Certain
Somewhat,Agree,Always,Agree,75up,South,Probably
Well,Disagree,Always,Disagree,62to69,W,Certain
Somewhat,Disagree,Always,Disagree,25to34,W,Certain
Somewhat,Agree,Always,Neutral,62to69,NE,Probably
Somewhat,Agree,Often,Neutral,18to24,W,CouldNot
Little,StronglyAgree,Always,Disagree,35to44,South,DontKnow
Well,Neither,Always,Neutral,62to69,South,Certain
Not,Agree,Sometimes,Neutral,18to24,South,CouldNot
Little,Disagree,Often,Neutral,62to69,W,Certain
Completely,Agree,Always,Neutral,45to54,W,Certain
Somewhat,StronglyAgree,NAorNever,Disagree,18to24,W,Probably
Somewhat,Agree,Always,Disagree,75up,W,Certain
Somewhat,Agree,Seldom,Absolutely,35to44,South,CouldNot
Somewhat,Agree,Always,Agree,75up,NE,Certain
Somewhat,Agree,NAorNever,Neutral,25to34,South,CouldNot
Well,StronglyAgree,Always,Disagree,25to34,W,Certain
Completely,Disagree,Seldom,Absolutely,35to44,MW,CouldNot
Well,Agree,Often,Agree,62to69,W,Probably
Somewhat,Neither,Always,Disagree,62to69,W,Certain
Well,StronglyAgree,Always,Disagree,25to34,W,Certain
Somewhat,Agree,Always,Neutral,75up,W,Certain
Well,Agree,Always,Neutral,45to54,South,Certain
Completely,Neither,Always,Agree,62to69,MW,Probably
Somewhat,Neither,Often,Neutral,25to34,NE,Certain
Somewhat,Disagree,Always,Agree,45to54,W,Certain
Somewhat,Neither,NAorNever,NA,45to54,South,CouldNot
Well,Agree,Always,Neutral,70to74,W,Certain
Completely,Neither,Always,Disagree,62to69,W,Certain
Little,Agree,NAorNever,Agree,35to44,MW,CouldNot
Somewhat,Neither,NAorNever,NoWay,45to54,South,ProbablyNot
Not,StronglyDisagree,NAorNever,Neutral,45to54,MW,CouldNot
Not,Disagree,NAorNever,Neutral,45to54,South,CouldNot
Somewhat,Agree,NAorNever,Agree,25to34,W,Certain
Somewhat,Neither,Always,Disagree,25to34,W,Certain
Somewhat,Agree,Sometimes,NoWay,25to34,W,Certain
Well,Agree,NAorNever,Agree,18to24,W,Certain
Little,Disagree,Sometimes,Agree,55to61,W,Probably
Well,Agree,Always,Disagree,45to54,W,Certain
Well,Agree,Always,Disagree,18to24,W,Probably
Little,Neither,Always,NA,35to44,W,CouldNot
Somewhat,Agree,Always,Neutral,45to54,W,Certain
Completely,Agree,Often,Neutral,62to69,W,Certain
Somewhat,Agree,Always,NA,55to61,MW,Probably
Well,Agree,Always,Neutral,55to61,MW,Certain
Little,Neither,NAorNever,Neutral,45to54,MW,CouldNot
Somewhat,Agree,Always,Agree,25to34,W,Certain
Well,Agree,Always,Agree,75up,W,Certain
Completely,StronglyAgree,Often,Agree,25to34,MW,Certain
Somewhat,Neither,Always,Neutral,70to74,South,Certain
Well,StronglyAgree,Always,Agree,25to34,MW,Certain
Well,Agree,Always,Agree,75up,South,Certain
Little,Neither,Always,Agree,18to24,W,Certain
Well,Agree,Always,Neutral,35to44,W,Probably
Well,Agree,NAorNever,Neutral,55to61,South,Probably
Well,Agree,Always,Neutral,62to69,W,Certain
Somewhat,Disagree,Always,Neutral,55to61,NE,Certain
Well,StronglyAgree,Always,Neutral,62to69,W,Certain
Well,Agree,Often,Neutral,70to74,W,Certain
Somewhat,Disagree,NAorNever,Neutral,25to34,W,CouldNot
Well,Agree,Always,Neutral,70to74,NE,Certain
Completely,Neither,Always,NA,35to44,W,Certain
Somewhat,Disagree,NAorNever,Absolutely,35to44,South,DontKnow
Well,Agree,Sometimes,Neutral,55to61,South,Certain
Completely,Neither,Always,Disagree,55to61,South,Certain
Somewhat,Neither,Always,Agree,70to74,South,Certain
Completely,StronglyAgree,Always,Agree,25to34,W,Certain
Little,Disagree,Always,Agree,35to44,MW,Probably
Well,Agree,Often,Neutral,45to54,South,Certain
Somewhat,Neither,Always,NoWay,45to54,South,Certain
Well,Agree,Sometimes,Neutral,62to69,W,Certain
Well,Agree,Always,Neutral,35to44,W,Certain
Little,Neither,NAorNever,Neutral,62to69,South,CouldNot
Somewhat,Neither,Always,Neutral,70to74,W,Certain
Completely,StronglyAgree,Always,Absolutely,70to74,South,Certain
Somewhat,Agree,Always,Absolutely,70to74,W,Certain
Well,Disagree,Always,Neutral,55to61,MW,Certain
Completely,Neither,Seldom,Agree,35to44,MW,DontKnow
Not,Agree,NAorNever,Disagree,18to24,South,Probably
Somewhat,Neither,Seldom,NoWay,45to54,South,Probably
Somewhat,Disagree,Always,Neutral,75up,NE,Certain
Somewhat,Neither,NAorNever,Agree,55to61,NE,Certain
Well,Neither,Always,Agree,75up,MW,Certain
Completely,Neither,Always,Agree,70to74,NE,Certain
Somewhat,StronglyAgree,Always,NoWay,25to34,South,Certain
Well,StronglyAgree,Always,Agree,45to54,NE,Certain
Not,Neither,Always,Agree,45to54,NE,Certain
Completely,Neither,Often,Neutral,75up,MW,Certain
Completely,StronglyAgree,NAorNever,Agree,45to54,MW,ProbablyNot
Somewhat,Neither,Always,Disagree,55to61,South,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,South,CouldNot
Well,Disagree,Sometimes,Absolutely,25to34,South,DontKnow
Well,StronglyAgree,Always,Neutral,45to54,NE,Certain
Completely,StronglyAgree,Often,NoWay,62to69,South,Certain
Somewhat,Disagree,NAorNever,Disagree,45to54,NE,Probably
Little,Agree,Sometimes,Disagree,45to54,South,Certain
Well,Agree,Always,Neutral,75up,NE,Certain
Well,Neither,NAorNever,Neutral,45to54,MW,Probably
Well,Agree,Often,Agree,55to61,NE,Certain
Somewhat,Agree,NAorNever,Disagree,25to34,MW,Certain
Somewhat,Neither,NAorNever,Disagree,62to69,South,Certain
Little,Agree,Sometimes,NoWay,45to54,MW,DontKnow
Well,Agree,Always,Neutral,45to54,South,Certain
Somewhat,Disagree,NAorNever,NoWay,62to69,W,CouldNot
Well,Neither,Always,NoWay,75up,NE,Certain
Somewhat,Agree,Often,Neutral,75up,NE,DontKnow
Somewhat,StronglyAgree,Always,Agree,75up,NE,Probably
Well,Agree,Sometimes,Disagree,62to69,South,Probably
Somewhat,Neither,Always,Disagree,25to34,W,Certain
Well,Disagree,Often,Neutral,55to61,South,Certain
Well,Neither,Always,Disagree,62to69,South,Certain
Completely,Agree,Seldom,NoWay,45to54,MW,Certain
Completely,StronglyAgree,Sometimes,Agree,25to34,W,DontKnow
Little,Neither,Sometimes,Neutral,55to61,NE,Probably
Well,Agree,Always,Absolutely,75up,W,Certain
Somewhat,Agree,NAorNever,Agree,25to34,MW,Certain
Little,Agree,NAorNever,Neutral,45to54,W,Probably
Somewhat,Agree,Seldom,Agree,45to54,South,CouldNot
Completely,Agree,NAorNever,Disagree,62to69,MW,ProbablyNot
Not,StronglyDisagree,NAorNever,Neutral,18to24,MW,CouldNot
Completely,StronglyAgree,Always,Disagree,25to34,South,Certain
Well,Agree,Always,Agree,45to54,NE,Certain
Somewhat,Neither,NAorNever,NoWay,70to74,South,Certain
Somewhat,Neither,NAorNever,Neutral,62to69,MW,Probably
Well,Agree,Always,Neutral,75up,MW,Certain
Somewhat,Neither,Often,NoWay,55to61,NE,CouldNot
Well,Agree,Always,NoWay,25to34,MW,Probably
Somewhat,Agree,NAorNever,NA,55to61,MW,Probably
Well,Neither,Always,Agree,75up,MW,Certain
Little,Agree,Seldom,Disagree,25to34,NE,Certain
Well,Neither,Always,Disagree,70to74,MW,Certain
Well,Agree,Always,Neutral,62to69,South,Certain
Completely,Agree,Always,Neutral,75up,W,Certain
Little,Disagree,Seldom,Agree,55to61,South,DontKnow
Somewhat,Neither,Seldom,Neutral,70to74,W,Certain
Completely,Agree,Always,Neutral,45to54,South,Certain
Well,Agree,Always,Disagree,62to69,MW,Certain
Well,Neither,Always,Neutral,75up,South,Certain
Completely,Agree,Sometimes,Agree,62to69,MW,Certain
Well,Neither,Always,Neutral,62to69,South,Certain
Somewhat,Neither,NAorNever,NoWay,35to44,W,ProbablyNot
Little,Agree,Always,Disagree,25to34,MW,Probably
Well,Agree,Often,Agree,35to44,MW,Certain
Somewhat,Neither,Often,Neutral,55to61,South,Certain
Well,Agree,Sometimes,Disagree,45to54,South,Probably
Well,Agree,Always,Disagree,70to74,NE,Certain
Little,Agree,Always,Agree,45to54,MW,Certain
Completely,Agree,Always,Neutral,25to34,NE,Certain
Well,Agree,Often,Agree,35to44,South,CouldNot
Little,Neither,Often,Agree,25to34,W,ProbablyNot
Somewhat,StronglyAgree,Always,Disagree,55to61,NE,Certain
Well,StronglyAgree,Seldom,Disagree,45to54,South,Probably
Well,Agree,Sometimes,Neutral,45to54,NE,Certain
Not,Agree,NAorNever,Disagree,35to44,South,CouldNot
Little,Disagree,NAorNever,Disagree,35to44,MW,Probably
Not,StronglyAgree,NAorNever,NoWay,35to44,NE,CouldNot
Somewhat,Agree,NAorNever,Neutral,18to24,NE,Probably
Somewhat,Neither,Often,Agree,62to69,W,Certain
Somewhat,Agree,Always,Neutral,25to34,NE,Probably
Somewhat,Neither,Often,Neutral,45to54,W,Certain
Not,Disagree,NAorNever,Absolutely,35to44,South,CouldNot
Well,Agree,Always,Agree,62to69,NE,Certain
Well,Neither,Always,Disagree,25to34,South,Certain
Somewhat,Agree,Always,NoWay,45to54,South,Certain
Well,Agree,Sometimes,Neutral,45to54,W,Certain
Completely,StronglyAgree,Always,Neutral,75up,NE,Certain
Well,Agree,Often,Neutral,62to69,MW,Certain
Somewhat,Neither,Always,Agree,25to34,NE,Probably
Well,Neither,Always,Neutral,70to74,MW,Certain
Well,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Neither,Often,Agree,35to44,South,DontKnow
Well,Agree,Always,Disagree,25to34,South,Certain
Completely,StronglyAgree,Always,Absolutely,35to44,South,Certain
Completely,StronglyAgree,Always,Agree,55to61,W,Certain
Somewhat,Agree,Often,Neutral,35to44,South,Certain
Somewhat,Neither,Often,Agree,45to54,NE,Certain
Somewhat,Neither,Always,Neutral,45to54,NE,Certain
Well,Neither,Always,Absolutely,70to74,MW,Certain
Completely,StronglyAgree,Often,Neutral,45to54,South,Certain
Completely,Disagree,NAorNever,Disagree,62to69,South,Probably
Completely,Agree,Seldom,NoWay,62to69,South,Certain
Somewhat,Neither,Always,Disagree,35to44,MW,Certain
Completely,Agree,Always,Neutral,62to69,MW,Certain
Well,Agree,Always,Agree,55to61,NE,Certain
Completely,Disagree,Often,Neutral,55to61,NE,Probably
Somewhat,Agree,NAorNever,NoWay,62to69,South,CouldNot
Somewhat,Neither,Always,Disagree,75up,NE,Certain
Well,Agree,Always,Neutral,55to61,South,Certain
Completely,Agree,Always,Neutral,55to61,NE,Certain
Somewhat,StronglyAgree,Sometimes,Disagree,18to24,South,ProbablyNot
Somewhat,Neither,Always,Disagree,62to69,NE,Certain
Well,Agree,Always,NA,75up,W,ProbablyNot
Completely,Agree,Seldom,Agree,45to54,South,Certain
Well,Agree,Always,Agree,75up,MW,Certain
Somewhat,Agree,Often,Neutral,75up,South,Probably
Somewhat,Agree,Always,Disagree,25to34,MW,CouldNot
Completely,Agree,Always,Disagree,75up,South,Certain
Somewhat,Neither,Always,Neutral,35to44,South,Certain
Well,Agree,Seldom,Agree,25to34,NE,Probably
Well,StronglyAgree,Always,NA,45to54,MW,Certain
Completely,Agree,NAorNever,Neutral,55to61,NE,Certain
Well,Agree,Always,Neutral,62to69,South,Certain
Little,Disagree,NAorNever,NoWay,75up,W,Probably
Completely,Neither,Always,NoWay,70to74,South,Certain
Well,Neither,NAorNever,Disagree,18to24,MW,ProbablyNot
Completely,StronglyAgree,NAorNever,Disagree,62to69,NE,Probably
Somewhat,Neither,Always,Disagree,75up,South,Certain
Well,Agree,Always,Agree,75up,South,Certain
Little,Disagree,Often,Neutral,35to44,MW,Certain
Well,Agree,Always,Agree,45to54,South,Probably
Little,Agree,Often,Neutral,45to54,South,Certain
Well,Agree,Always,Agree,62to69,South,Certain
Well,Neither,Seldom,Neutral,25to34,MW,Probably
Somewhat,Disagree,NAorNever,Agree,35to44,MW,CouldNot
Well,StronglyAgree,Always,Agree,35to44,South,Certain
Completely,StronglyAgree,Always,Absolutely,25to34,South,Probably
Well,Neither,Always,Neutral,55to61,W,CouldNot
Completely,StronglyAgree,Seldom,Agree,18to24,NE,CouldNot
Well,Agree,Always,Neutral,45to54,NE,Certain
Well,Agree,Always,Neutral,75up,South,Certain
Little,Agree,NAorNever,Agree,62to69,South,ProbablyNot
Well,Agree,Seldom,Disagree,62to69,South,Certain
Completely,Neither,Always,Neutral,70to74,W,Certain
Completely,StronglyAgree,Always,Neutral,75up,W,Certain
Somewhat,Neither,NAorNever,Neutral,45to54,MW,CouldNot
Well,Agree,Always,Agree,75up,MW,Certain
Completely,StronglyAgree,Always,Disagree,45to54,W,Certain
Completely,StronglyAgree,Always,Neutral,18to24,NE,Certain
Somewhat,Agree,Always,Agree,70to74,MW,Probably
Little,Agree,NAorNever,Neutral,55to61,W,Certain
Well,Agree,Sometimes,Neutral,75up,MW,Certain
Well,Neither,Seldom,Agree,45to54,MW,ProbablyNot
Somewhat,StronglyAgree,NAorNever,Disagree,25to34,South,CouldNot
Somewhat,Neither,Seldom,Agree,70to74,South,CouldNot
Well,Neither,Always,Neutral,25to34,NE,Certain
Not,StronglyDisagree,NAorNever,NoWay,25to34,South,CouldNot
Somewhat,Disagree,Always,Disagree,62to69,South,Certain
Well,Agree,Always,Neutral,75up,South,Certain
Completely,Agree,Always,NoWay,62to69,South,Certain
Somewhat,Neither,Sometimes,Neutral,45to54,South,Probably
Little,Agree,Always,Absolutely,45to54,South,Certain
Well,Neither,Always,Agree,75up,South,Certain
Well,Agree,Always,Agree,18to24,South,Probably
Little,Agree,NAorNever,Neutral,75up,MW,Certain
Somewhat,Neither,NAorNever,Neutral,35to44,NE,CouldNot
Somewhat,Agree,NAorNever,Agree,25to34,NE,Probably
Somewhat,Agree,NAorNever,Neutral,70to74,MW,Certain
Not,Disagree,NAorNever,Agree,18to24,MW,CouldNot
Somewhat,Agree,Always,Neutral,35to44,South,Certain
